Year,Institute,Program,Quota,Category,Round,Opening Rank,Closing Rank
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Civil Engineering,Home State,OPEN,Round 2,243889,642682
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Civil Engineering (FW),Home State,OPEN(TF),Round 2,276467,276467
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Computer Science and Engineering,Home State,BC(Girl),Round 2,242924,257034
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Computer Science and Engineering,Home State,BC,Round 2,224510,263471
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Computer Science and Engineering,Home State,EWS(GL),Round 2,219828,219828
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Computer Science and Engineering,Home State,EWS(OPEN),Round 2,220429,250658
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Computer Science and Engineering,Home State,OPEN(AF),Round 2,911453,911453
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Computer Science and Engineering,Home State,OPEN(GIRL),Round 2,180901,212885
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Computer Science and Engineering,Home State,OPEN,Round 2,128661,207082
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Computer Science and Engineering,Home State,SC(Girl),Round 2,370250,370250
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Computer Science and Engineering,Home State,SC,Round 2,460462,530661
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Computer Science and Engineering (FW),Home State,OPEN(TF),Round 2,159378,159378
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electrical Engineering,Home State,BC(Girl),Round 2,992267,1166520
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electrical Engineering,Home State,BC,Round 2,403193,770884
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electrical Engineering,Home State,EWS(OPEN),Round 2,526256,589307
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electrical Engineering,Home State,OPEN(GIRL),Round 2,280691,328958
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electrical Engineering,Home State,OPEN,Round 2,261247,397561
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electrical Engineering,Home State,SC,Round 2,545516,1299449
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electrical Engineering,Home State,ST,Round 2,1171317,1171317
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electrical Engineering (FW),Home State,OPEN(TF),Round 2,280870,280870
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Instrumentation and Control Engineering,Home State,OPEN(GIRL),Round 2,1161916,1439614
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Instrumentation and Control Engineering,Home State,OPEN,Round 2,1014238,1421017
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Instrumentation and Control Engineering (FW),Home State,OPEN(TF),Round 2,411728,411728
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Mechanical Engineering,Home State,BC(Girl),Round 2,751069,751069
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Mechanical Engineering,Home State,BC,Round 2,932172,1427902
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Mechanical Engineering,Home State,EWS(GL),Round 2,829658,829658
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Mechanical Engineering,Home State,EWS(OPEN),Round 2,831365,1212072
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Mechanical Engineering,Home State,OPEN(GIRL),Round 2,651440,651440
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Mechanical Engineering,Home State,OPEN,Round 2,443393,709074
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Mechanical Engineering,Home State,SC,Round 2,980716,980716
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Mechanical Engineering (FW),Home State,OPEN(TF),Round 2,502713,502713
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electronics Engineering,Home State,BC(Girl),Round 2,344849,489828
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electronics Engineering,Home State,BC,Round 2,379049,645812
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electronics Engineering,Home State,EWS(GL),Round 2,430864,430864
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electronics Engineering,Home State,EWS(OPEN),Round 2,382222,553563
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electronics Engineering,Home State,OPEN(GIRL),Round 2,284202,334662
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electronics Engineering,Home State,OPEN,Round 2,228452,371995
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electronics Engineering,Home State,SC(Girl),Round 2,1006479,1006479
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electronics Engineering,Home State,SC,Round 2,765011,1314039
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electronics Engineering (FW),Home State,OPEN(TF),Round 2,252620,274971
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electrical Engineering,Home State,EWS(GL),Round 3,609779,609779
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Civil Engineering,Home State,OPEN,Round 3,524723,1422984
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Computer Science and Engineering,Home State,BC(Girl),Round 3,255085,273201
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Computer Science and Engineering,Home State,BC,Round 3,234576,268909
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Computer Science and Engineering,Home State,EWS(GL),Round 3,220429,220429
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Computer Science and Engineering,Home State,EWS(OPEN),Round 3,252996,258611
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Computer Science and Engineering,Home State,OPEN(GIRL),Round 3,196509,219828
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Computer Science and Engineering,Home State,OPEN,Round 3,147998,214785
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Computer Science and Engineering,Home State,SC(Girl),Round 3,681228,681228
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Computer Science and Engineering,Home State,SC,Round 3,439320,545516
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electrical Engineering,Home State,BC,Round 3,440164,689321
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electrical Engineering,Home State,EWS(OPEN),Round 3,425081,605519
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electrical Engineering,Home State,OPEN(GIRL),Round 3,380651,473430
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electrical Engineering,Home State,OPEN,Round 3,281540,424910
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electrical Engineering,Home State,SC,Round 3,758747,1106572
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electrical Engineering (FW),Home State,OPEN(TF),Round 3,285069,290444
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Instrumentation and Control Engineering,Home State,OPEN(GIRL),Round 3,594791,594791
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Instrumentation and Control Engineering,Home State,OPEN,Round 3,471957,1236543
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Instrumentation and Control Engineering (FW),Home State,OPEN(TF),Round 3,530439,573868
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Mechanical Engineering,Home State,OPEN(GIRL),Round 3,751069,864766
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Mechanical Engineering,Home State,OPEN,Round 3,347448,1463694
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Mechanical Engineering (FW),Home State,OPEN(TF),Round 3,432706,432706
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electronics Engineering,Home State,BC,Round 3,413828,510301
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electronics Engineering,Home State,EWS(OPEN),Round 3,414763,530572
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electronics Engineering,Home State,OPEN(GIRL),Round 3,328958,328958
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electronics Engineering,Home State,OPEN,Round 3,296189,363536
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electronics Engineering,Home State,SC,Round 3,967350,1173096
2025,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electronics Engineering (FW),Home State,OPEN(TF),Round 3,278027,280870
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering,Home State,OPEN,Round 1,23433,46072
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,OPEN(AF),Round 1,42957,49998
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence) (FW),Home State,OPEN(TF),Round 1,22332,25857
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering(Self Finance),Home State,BC,Round 1,41969,50266
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Chemical Engineering,Home State,SC(Girl),Round 1,219911,271767
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electrical Engineering (FW),Home State,OPEN(TF),Round 1,46689,51622
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,SC(AF),Round 1,296906,296906
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,ST,Round 1,196609,196609
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering(Self Finance),Home State,OPEN(PH),Round 1,433677,543796
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,OPEN(GIRL),Round 1,24881,37880
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,OPEN(GIRL),Round 1,28906,41748
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Mechanical Engineering,Home State,BC,Round 1,68001,84428
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Mechanical Engineering,Home State,SC(Girl),Round 1,216507,260384
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,OPEN(FF),Round 1,111047,111047
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Mechanical Engineering,Home State,BC(AF),Round 1,119414,119414
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering,Home State,BC(PH),Round 1,770910,770910
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Chemical Engineering,Home State,OPEN(AF),Round 1,96500,96500
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering(Self Finance),Home State,SC,Round 1,151154,166604
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electrical Engineering,Home State,EWS(GL),Round 1,75916,75916
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering,Home State,BC(AF),Round 1,67100,67100
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering,Home State,SC,Round 1,158352,178268
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,EWS(AF),Round 1,70054,70054
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering(Self Finance),Home State,SC(AF),Round 1,303956,303956
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,OPEN,Round 1,9333,35388
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (FW),Home State,OPEN(TF),Round 1,13092,17693
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,OPEN(AF),Round 1,32916,32916
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering(Self Finance),Home State,ST,Round 1,348094,348094
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,EWS(GL),Round 1,45683,45683
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering(Self Finance),Home State,EWS(GL),Round 1,50198,50198
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Civil Engineering,Home State,OPEN(PH),Round 1,1109200,1112187
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering,Home State,OPEN(PH),Round 1,643833,666699
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Chemical Engineering,Home State,SC(AF),Round 1,545083,545083
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering,Home State,ST(Girl),Round 1,349358,349358
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Chemical Engineering,Home State,BC(Girl),Round 1,127519,144984
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Civil Engineering,Home State,EWS(OPEN),Round 1,93086,102163
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Civil Engineering,Home State,ST,Round 1,228451,228451
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,SC,Round 1,96711,150918
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Civil Engineering,Home State,EWS(GL),Round 1,118090,120441
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering,Home State,OPEN(GIRL),Round 1,44014,54726
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electrical Engineering,Home State,OPEN(GIRL),Round 1,57126,67842
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering,Home State,OPEN(AF),Round 1,57747,57747
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,EWS(OPEN),Round 1,36406,39969
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Mechanical Engineering,Home State,EWS(OPEN),Round 1,69006,74475
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Chemical Engineering,Home State,BC,Round 1,89344,101829
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Chemical Engineering,Home State,EWS(GL),Round 1,103357,115123
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electrical Engineering,Home State,BC(AF),Round 1,95267,95267
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering,Home State,SC(PH),Round 1,843231,843231
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering,Home State,EWS(PH),Round 1,964307,964307
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electrical Engineering,Home State,BC,Round 1,58975,65331
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Chemical Engineering,Home State,ST,Round 1,380163,380163
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,BC(AF),Round 1,50740,50740
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,ST,Round 1,317740,317740
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Mechanical Engineering,Home State,EWS(GL),Round 1,89995,97006
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,SC(Girl),Round 1,136369,189894
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,OPEN(PH),Round 1,145514,145514
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering(Self Finance) (FW),Home State,OPEN(TF),Round 1,24468,36176
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,BC(Girl),Round 1,49745,54443
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Mechanical Engineering,Home State,BC(Girl),Round 1,94661,100190
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,BC(FF),Round 1,295588,295588
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,BC(Girl),Round 1,40912,50997
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,SC(AF),Round 1,183977,183977
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering(Self Finance),Home State,BC(PH),Round 1,711514,711514
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electrical Engineering,Home State,ST,Round 1,284770,284770
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,BC(PH),Round 1,424258,424258
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,OPEN(PH),Round 1,70060,70060
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering(Self Finance),Home State,EWS(OPEN),Round 1,41416,44811
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electrical Engineering,Home State,BC(Girl),Round 1,69047,85848
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Mechanical Engineering,Home State,SC,Round 1,180053,217607
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,SC(Girl),Round 1,132181,151424
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Chemical Engineering,Home State,EWS(OPEN),Round 1,94576,100620
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Mechanical Engineering,Home State,OPEN(GIRL),Round 1,69116,86718
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering,Home State,BC(Girl),Round 1,57384,66429
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Civil Engineering,Home State,SC(Girl),Round 1,196719,261333
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering(Self Finance),Home State,OPEN(GIRL),Round 1,33178,48371
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Civil Engineering,Home State,BC,Round 1,88248,98804
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electrical Engineering,Home State,OPEN(AF),Round 1,70571,70993
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Civil Engineering,Home State,OPEN(GIRL),Round 1,70210,94194
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Civil Engineering,Home State,SC,Round 1,159683,241591
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering(Self Finance),Home State,BC(AF),Round 1,64713,64713
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Civil Engineering,Home State,OPEN,Round 1,48320,86244
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electrical Engineering,Home State,OPEN(PH),Round 1,715856,715856
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electrical Engineering,Home State,SC(Girl),Round 1,198610,214288
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,OPEN(FF),Round 1,76135,76135
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering(Self Finance),Home State,OPEN,Round 1,14861,40786
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Chemical Engineering,Home State,OPEN(GIRL),Round 1,80476,87890
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electrical Engineering,Home State,SC,Round 1,173257,197366
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering(Self Finance),Home State,OPEN(AF),Round 1,54014,55536
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,EWS(OPEN),Round 1,25070,30393
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Civil Engineering,Home State,BC(Girl),Round 1,103882,126861
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,BC(AF),Round 1,63346,63346
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Chemical Engineering,Home State,SC,Round 1,198459,266060
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,SC(PH),Round 1,366000,366000
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering,Home State,ST,Round 1,361174,361174
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Civil Engineering,Home State,BC(AF),Round 1,166821,166821
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Chemical Engineering (FW),Home State,OPEN(TF),Round 1,46600,68528
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering(Self Finance),Home State,EWS(PH),Round 1,681057,681057
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,EWS(FF),Round 1,192325,192325
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electrical Engineering,Home State,OPEN,Round 1,46378,56482
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,BC,Round 1,35744,43739
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,BC(PH),Round 1,134244,134244
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,OPEN,Round 1,4036,24167
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering,Home State,EWS(OPEN),Round 1,46884,49398
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Mechanical Engineering,Home State,SC(AF),Round 1,475743,475743
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering,Home State,OPEN(FF),Round 1,275254,275254
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering,Home State,SC(AF),Round 1,400526,400526
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering,Home State,EWS(GL),Round 1,60907,60907
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electrical Engineering,Home State,EWS(OPEN),Round 1,58861,59706
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering(Self Finance),Home State,BC(Girl),Round 1,59378,64908
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Mechanical Engineering,Home State,OPEN(PH),Round 1,845200,845200
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Mechanical Engineering (FW),Home State,OPEN(TF),Round 1,57408,61038
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Mechanical Engineering,Home State,ST,Round 1,466970,466970
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Civil Engineering,Home State,OPEN(AF),Round 1,118273,118273
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Mechanical Engineering,Home State,EWS(AF),Round 1,182843,182843
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,EWS(GL),Round 1,43555,43746
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering (FW),Home State,OPEN(TF),Round 1,39208,43906
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Civil Engineering (FW),Home State,OPEN(TF),Round 1,60332,66669
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,SC,Round 1,35375,122464
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Chemical Engineering,Home State,OPEN(PH),Round 1,857322,1079065
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering,Home State,BC,Round 1,50139,54004
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering,Home State,SC(Girl),Round 1,173161,208005
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Mechanical Engineering,Home State,OPEN,Round 1,57606,67768
